,Team,Gtm,Date,Opp,Rslt,ERA
13,TOR,14,Apr 22,HOU,"W,4-3",3.73
14,TOR,15,Apr 23,HOU,"W,3-2",3.61
15,TOR,16,Apr 24,HOU,"L,7-8",3.63
16,TOR,17,Apr 25,BOS,"W,6-2",3.53
17,TOR,18,Apr 26,BOS,"W,6-5",3.54
18,TOR,19,Apr 27,BOS,"L,1-7",3.72
19,TOR,20,Apr 28,BOS,"W,1-0",3.53
20,TOR,21,Apr 29,HOU,"L,7-11",3.89
21,TOR,22,Apr 30,HOU,"W,2-1",3.76
22,TOR,May,May,Opp,Rslt,ERA
23,TOR,23,May 1,HOU,"W,3-2",3.68
24,TOR,24,May 2,NYY,"L,2-3",3.65
25,TOR,25,May 3,NYY,"L,1-9",3.67
26,TOR,26,May 4,NYY,"W,2-1",3.56
27,TOR,27,May 5,CLE,"L,5-6",3.67
28,TOR,28,May 7(1),CLE,"W,8-3",3.65
29,TOR,29,May 7(2),CLE,"L,2-8",3.81
30,TOR,30,May 8,CLE,"L,3-4",3.83
31,TOR,31,May 10,NYY,"L,5-6",3.91
32,TOR,32,May 11,NYY,"L,3-5",3.96
33,TOR,33,May 13,TBR,"L,2-5",3.98
34,TOR,34,May 14,TBR,"W,5-1",3.89
35,TOR,35,May 15,TBR,"L,0-3",3.82
36,TOR,36,May 16,SEA,"W,6-2",3.73
37,TOR,37,May 17,SEA,"W,3-0",3.63
38,TOR,38,May 18,SEA,"L,1-5",3.67
39,TOR,39,May 20,CIN,"W,2-1",3.60
40,TOR,40,May 21,CIN,"W,3-1",3.53
41,TOR,41,May 22,CIN,"L,2-3",3.52
42,TOR,42,May 23,STL,"L,3-7",3.57
43,TOR,43,May 24,STL,"W,8-1",3.51
44,TOR,44,May 26,LAA,"W,6-3",3.50
45,TOR,45,May 27,LAA,"W,4-3",3.47
46,TOR,46,May 28,LAA,"W,6-5",3.50
47,TOR,47,May 29,LAA,"W,11-10",3.64
48,TOR,48,May 31,CHW,"W,6-5",3.67
49,TOR,Jun,Jun,Opp,Rslt,ERA
50,TOR,49,Jun 1,CHW,"W,7-3",3.66
51,TOR,50,Jun 2,CHW,"W,8-3",3.64
52,TOR,51,Jun 3,MIN,"L,3-9",3.75
53,TOR,52,Jun 4,MIN,"W,12-3",3.73
54,TOR,53,Jun 5,MIN,"L,6-8",3.78
55,TOR,54,Jun 6,KCR,"W,8-0",3.71
56,TOR,55,Jun 7,KCR,"W,7-0",3.64
57,TOR,56,Jun 8,KCR,"L,4-8",3.72
58,TOR,57,Jun 10,DET,"W,10-1",3.68
59,TOR,58,Jun 11,DET,"L,1-3",3.65
60,TOR,59,Jun 12,DET,"W,6-0",3.59
61,TOR,60,Jun 13,BAL,"W,11-1",3.55
62,TOR,61,Jun 14,BAL,"L,5-6",3.59
63,TOR,62,Jun 15,BAL,"W,7-6",3.62
64,TOR,63,Jun 16,BAL,"L,2-10",3.69
65,TOR,64,Jun 17,NYY,"L,3-12",3.82
66,TOR,65,Jun 18,NYY,"L,0-4",3.83
67,TOR,66,Jun 19,NYY,"W,10-9",3.91
68,TOR,67,Jun 20,CHW,"L,7-8",3.97
69,TOR,68,Jun 21,CHW,"L,6-7",3.96
70,TOR,69,Jun 22,CHW,"W,9-5",3.97
71,TOR,70,Jun 24,MIL,"W,9-4",3.97
72,TOR,71,Jun 25,MIL,"L,4-5",3.95
73,TOR,72,Jun 26,MIL,"L,3-10",4.04
74,TOR,73,Jun 27,BOS,"W,7-2",4.01
75,TOR,74,Jun 28,BOS,"W,6-5",4.03
76,TOR,75,Jun 29,BOS,"L,5-6",4.02
77,TOR,76,Jun 30,TBR,"W,4-1",3.98
78,TOR,Jul,Jul,Opp,Rslt,ERA
79,TOR,77,Jul 1,TBR,"W,9-2",3.95
80,TOR,78,Jul 2(1),TBR,"L,2-6",3.98
81,TOR,79,Jul 2(2),TBR,"L,5-11",4.07
82,TOR,80,Jul 3,TBR,"L,3-7",4.10
83,TOR,81,Jul 4,OAK,"L,1-5",4.10
84,TOR,82,Jul 5,OAK,"L,3-5",4.12
85,TOR,83,Jul 6,OAK,"W,2-1",4.08
86,TOR,84,Jul 7,SEA,"L,3-8",4.13
87,TOR,85,Jul 8,SEA,"L,2-5",4.12
88,TOR,86,Jul 9,SEA,"L,1-2",4.10
89,TOR,87,Jul 10,SEA,"L,5-6",4.10
90,TOR,88,Jul 12,PHI,"W,4-3",4.08
91,TOR,89,Jul 13,PHI,"W,8-2",4.04
92,TOR,90,Jul 14,KCR,"L,1-3",4.03
93,TOR,91,Jul 15,KCR,"W,8-1",3.99
94,TOR,92,Jul 16,KCR,"W,6-5",3.99
95,TOR,93,Jul 17,KCR,"W,4-2",3.97
96,TOR,94,Jul 22,BOS,"W,28-5",3.97
97,TOR,95,Jul 23,BOS,"W,4-1",3.93
98,TOR,96,Jul 24,BOS,"W,8-4",3.94
99,TOR,97,Jul 26,STL,"W,10-3",3.93
100,TOR,98,Jul 27,STL,"L,1-6",3.95
101,TOR,99,Jul 28,DET,"W,5-3",3.93
102,TOR,100,Jul 29,DET,"L,2-4",3.93
103,TOR,101,Jul 30,DET,"W,5-3",3.92
104,TOR,102,Jul 31,DET,"W,4-1",3.89
105,TOR,Aug,Aug,Opp,Rslt,ERA
106,TOR,103,Aug 2,TBR,"W,3-1",3.86
107,TOR,104,Aug 3,TBR,"L,2-3",3.86
108,TOR,105,Aug 4,MIN,"W,9-3",3.85
109,TOR,106,Aug 5,MIN,"L,5-6",3.86
110,TOR,107,Aug 6,MIN,"L,3-7",3.89
111,TOR,108,Aug 7,MIN,"W,3-2",3.87
112,TOR,109,Aug 8,BAL,"L,4-7",3.90
113,TOR,110,Aug 9,BAL,"L,5-6",3.93
114,TOR,111,Aug 12,CLE,"L,0-8",3.97
115,TOR,112,Aug 13,CLE,"W,2-1",3.94
116,TOR,113,Aug 14,CLE,"L,2-7",3.97
117,TOR,114,Aug 15,BAL,"L,3-7",3.97
118,TOR,115,Aug 16,BAL,"L,2-4",3.97
119,TOR,116,Aug 17,BAL,"W,6-1",3.94
120,TOR,117,Aug 18,NYY,"W,9-2",3.92
121,TOR,118,Aug 19,NYY,"W,4-0",3.88
122,TOR,119,Aug 20,NYY,"W,5-2",3.87
123,TOR,120,Aug 21,NYY,"L,2-4",3.86
124,TOR,121,Aug 23,BOS,"W,9-3",3.85
125,TOR,122,Aug 24,BOS,"W,3-2",3.84
126,TOR,123,Aug 25,BOS,"W,6-5",3.83
127,TOR,124,Aug 26,LAA,"L,0-12",3.90
128,TOR,125,Aug 27,LAA,"L,0-2",3.88
129,TOR,126,Aug 28,LAA,"L,3-8",3.91
130,TOR,127,Aug 29,CHC,"W,5-4",3.90
131,TOR,128,Aug 30,CHC,"W,5-3",3.90
132,TOR,129,Aug 31,CHC,"L,5-7",3.92
133,TOR,September/October,September/October,Opp,Rslt,ERA
134,TOR,130,Sep 2,PIT,"W,4-0",3.89
135,TOR,131,Sep 3,PIT,"W,4-1",3.87
136,TOR,132,Sep 4,PIT,"W,4-3",3.86
137,TOR,133,Sep 5(1),BAL,"W,7-3",3.85
138,TOR,134,Sep 5(2),BAL,"W,8-4",3.85
139,TOR,135,Sep 6,BAL,"L,6-9",3.89
140,TOR,136,Sep 7,BAL,"W,4-1",3.87
141,TOR,137,Sep 9,TEX,"W,4-3",3.86
142,TOR,138,Sep 10,TEX,"W,11-7",3.89
143,TOR,139,Sep 11,TEX,"L,1-4",3.89
144,TOR,140,Sep 12,TBR,"W,3-2",3.87
145,TOR,141,Sep 13(1),TBR,"L,2-4",3.87
146,TOR,142,Sep 13(2),TBR,"W,7-2",3.86
147,TOR,143,Sep 14,TBR,"W,5-1",3.84
148,TOR,144,Sep 15,TBR,"L,0-11",3.89
149,TOR,145,Sep 16,BAL,"W,6-3",3.88
150,TOR,146,Sep 17,BAL,"W,6-3",3.87
151,TOR,147,Sep 18,BAL,"L,4-5",3.88
152,TOR,148,Sep 20,PHI,"W,18-11",3.93
153,TOR,149,Sep 21,PHI,"L,3-4",3.92
154,TOR,150,Sep 22,TBR,"L,5-10",3.97
155,TOR,151,Sep 23,TBR,"L,6-10",3.99
156,TOR,152,Sep 24,TBR,"W,3-1",3.96
157,TOR,153,Sep 25,TBR,"W,7-1",3.94
158,TOR,154,Sep 26,NYY,"W,3-2",3.93
159,TOR,155,Sep 27,NYY,"L,2-5",3.94
160,TOR,156,Sep 28,NYY,"L,3-8",3.95
161,TOR,157,Sep 30,BOS,"W,9-0",3.92
162,TOR,158,Oct 1,BOS,"W,10-0",3.90
163,TOR,159,Oct 2,BOS,"W,6-3",3.89
164,TOR,160,Oct 3,BAL,"W,5-1",3.88
165,TOR,161,Oct 5(1),BAL,"L,4-5",3.89
166,TOR,162,Oct 5(2),BAL,"W,5-1",3.87
0,WSN,1,Apr 7,NYM,"L,1-5",5.00
1,WSN,2,Apr 8,NYM,"L,3-7",6.00
2,WSN,3,Apr 9,NYM,"L,0-5",5.67
3,WSN,4,Apr 10,NYM,"W,4-2",4.75
4,WSN,5,Apr 11,ATL,"W,11-2",4.20
5,WSN,6,Apr 12,ATL,"L,4-16",6.11
6,WSN,7,Apr 13,ATL,"W,3-1",5.37
7,WSN,8,Apr 14,PIT,"L,4-9",5.91
8,WSN,9,Apr 15,PIT,"W,7-2",5.47
9,WSN,10,Apr 16,PIT,"L,4-6",5.48
10,WSN,11,Apr 17,PIT,"L,3-5",5.49
11,WSN,12,Apr 19(1),ARI,"W,6-1",5.11
12,WSN,13,Apr 19(2),ARI,"W,1-0",4.70
13,WSN,14,Apr 20,ARI,"L,2-11",4.94
14,WSN,15,Apr 21,ARI,"L,3-4",4.88
15,WSN,16,Apr 22,SFG,"L,1-7",5.01
16,WSN,17,Apr 23,SFG,"L,2-5",5.01
17,WSN,18,Apr 24,SFG,"L,3-12",5.41
18,WSN,19,Apr 26,MIA,"L,2-5",5.34
19,WSN,20,Apr 27,MIA,"L,1-2",5.16
20,WSN,21,Apr 28,MIA,"L,2-3",5.01
21,WSN,22,Apr 29,SFG,"W,14-4",4.96
22,WSN,23,Apr 30,SFG,"L,3-9",5.08
23,WSN,May,May,Opp,Rslt,ERA
24,WSN,24,May 1,SFG,"W,11-5",5.08
25,WSN,25,May 3,COL,"W,10-2",4.95
26,WSN,26,May 4,COL,"L,2-5",4.89
27,WSN,27,May 5,COL,"L,7-9",5.03
28,WSN,28,May 6,LAA,"L,0-3",4.98
29,WSN,29,May 7,LAA,"W,7-3",4.91
30,WSN,30,May 8,LAA,"L,4-5",4.92
31,WSN,31,May 10,NYM,"L,2-4",4.85
32,WSN,32,May 11,NYM,"W,8-3",4.79
33,WSN,33,May 12,NYM,"L,1-4",4.77
34,WSN,34,May 13,HOU,"L,1-6",4.81
35,WSN,35,May 14,HOU,"W,13-6",4.78
36,WSN,36,May 15,HOU,"L,0-8",4.88
37,WSN,37,May 16,MIA,"L,2-8",4.98
38,WSN,38,May 17,MIA,"L,1-5",4.97
39,WSN,39,May 18,MIA,"W,5-4",4.93
40,WSN,40,May 20,MIL,"L,0-7",4.99
41,WSN,41,May 21,MIL,"L,1-5",5.01
42,WSN,42,May 22,MIL,"W,8-2",4.93
43,WSN,43,May 23,LAD,"L,1-10",5.06
44,WSN,44,May 24,LAD,"L,4-9",5.15
45,WSN,45,May 25,LAD,"W,1-0",5.03
46,WSN,46,May 26,COL,"W,7-3",4.98
47,WSN,47,May 28(1),COL,"W,13-7",5.03
48,WSN,48,May 28(2),COL,"L,2-3",4.94
49,WSN,49,May 29,COL,"W,6-5",4.94
50,WSN,50,May 30,NYM,"L,5-13",5.12
51,WSN,51,May 31,NYM,"L,0-10",5.23
52,WSN,Jun,Jun,Opp,Rslt,ERA
53,WSN,52,Jun 1,NYM,"L,0-5",5.24
54,WSN,53,Jun 2,CIN,"L,1-8",5.30
55,WSN,54,Jun 3,CIN,"W,8-5",5.28
56,WSN,55,Jun 4,CIN,"W,10-8",5.33
57,WSN,56,Jun 5,CIN,"W,5-4",5.30
58,WSN,57,Jun 7,MIA,"L,2-12",5.44
59,WSN,58,Jun 8,MIA,"L,1-2",5.34
60,WSN,59,Jun 9,MIA,"L,4-7",5.38
61,WSN,60,Jun 10,MIL,"W,11-5",5.33
62,WSN,61,Jun 11,MIL,"W,8-6",5.35
63,WSN,62,Jun 12,MIL,"L,1-4",5.32
64,WSN,63,Jun 13,ATL,"L,5-9",5.38
65,WSN,64,Jun 14,ATL,"L,4-10",5.46
66,WSN,65,Jun 15,ATL,"L,2-8",5.50
67,WSN,66,Jun 16,PHI,"L,1-10",5.46
68,WSN,67,Jun 17(1),PHI,"L,3-5",5.44
69,WSN,68,Jun 17(2),PHI,"L,7-8",5.44
70,WSN,69,Jun 18,PHI,"L,1-2",5.36
71,WSN,70,Jun 19,PHI,"W,9-3",5.28
72,WSN,71,Jun 21,BAL,"W,3-0",5.21
73,WSN,72,Jun 22,BAL,"L,0-7",5.26
74,WSN,73,Jun 24,TEX,"W,2-1",5.20
75,WSN,74,Jun 25,TEX,"L,2-3",5.17
76,WSN,75,Jun 26,TEX,"W,6-4",5.16
77,WSN,76,Jun 27,PIT,"W,3-2",5.12
78,WSN,77,Jun 28,PIT,"W,3-1",5.06
79,WSN,78,Jun 29,PIT,"L,7-8",5.10
80,WSN,Jul,Jul,Opp,Rslt,ERA
81,WSN,79,Jul 1,MIA,"L,3-6",5.11
82,WSN,80,Jul 2,MIA,"L,3-5",5.11
83,WSN,81,Jul 3,MIA,"L,4-7",5.11
84,WSN,82,Jul 4,MIA,"L,2-3",5.07
85,WSN,83,Jul 5,PHI,"L,0-11",5.15
86,WSN,84,Jul 6,PHI,"W,3-2",5.11
87,WSN,85,Jul 7,PHI,"L,3-5",5.12
88,WSN,86,Jul 8,ATL,"L,2-12",5.20
89,WSN,87,Jul 9,ATL,"L,3-4",5.20
90,WSN,88,Jul 10,ATL,"L,3-4",5.16
91,WSN,89,Jul 13(1),SEA,"L,4-6",5.17
92,WSN,90,Jul 13(2),SEA,"L,1-2",5.13
93,WSN,91,Jul 14,ATL,"L,4-5",5.13
94,WSN,92,Jul 15,ATL,"L,4-8",5.15
95,WSN,93,Jul 16,ATL,"L,3-6",5.15
96,WSN,94,Jul 17,ATL,"W,7-3",5.13
97,WSN,95,Jul 22,ARI,"L,1-10",5.16
98,WSN,96,Jul 23,ARI,"L,2-7",5.19
99,WSN,97,Jul 24,ARI,"W,4-3",5.17
100,WSN,98,Jul 25,LAD,"W,4-1",5.12
101,WSN,99,Jul 26,LAD,"W,8-3",5.10
102,WSN,100,Jul 27,LAD,"L,1-7",5.13
103,WSN,101,Jul 29,STL,"L,2-6",5.13
104,WSN,102,Jul 30,STL,"W,7-6",5.14
105,WSN,103,Jul 31,STL,"L,0-5",5.14
106,WSN,Aug,Aug,Opp,Rslt,ERA
107,WSN,104,Aug 1,NYM,"L,3-7",5.16
108,WSN,105,Aug 2,NYM,"W,5-1",5.12
109,WSN,106,Aug 3,NYM,"L,5-9",5.15
110,WSN,107,Aug 4,PHI,"L,4-5",5.17
111,WSN,108,Aug 5,PHI,"L,2-7",5.20
112,WSN,109,Aug 6,PHI,"L,5-11",5.26
113,WSN,110,Aug 7,PHI,"L,1-13",5.32
114,WSN,111,Aug 8,CHC,"L,3-6",5.33
115,WSN,112,Aug 9,CHC,"W,6-5",5.32
116,WSN,113,Aug 10,CHC,"L,2-4",5.31
117,WSN,114,Aug 12,SDP,"L,5-10",5.31
118,WSN,115,Aug 13,SDP,"W,4-3",5.29
119,WSN,116,Aug 14,SDP,"L,0-6",5.30
120,WSN,117,Aug 15,CHC,"W,5-4",5.29
121,WSN,118,Aug 16,CHC,"L,5-7",5.28
122,WSN,119,Aug 17,CHC,"L,2-3",5.26
123,WSN,120,Aug 18,SDP,"W,3-1",5.22
124,WSN,121,Aug 19,SDP,"W,6-3",5.20
125,WSN,122,Aug 20,SDP,"L,1-2",5.18
126,WSN,123,Aug 21,SDP,"L,1-2",5.16
127,WSN,124,Aug 23,SEA,"L,2-4",5.15
128,WSN,125,Aug 24,SEA,"W,3-1",5.12
129,WSN,126,Aug 26,CIN,"L,3-7",5.13
130,WSN,127,Aug 27,CIN,"L,2-6",5.14
131,WSN,128,Aug 28,CIN,"W,3-2",5.11
132,WSN,129,Aug 30,OAK,"L,6-10",5.15
133,WSN,130,Aug 31,OAK,"W,5-1",5.11
134,WSN,September/October,September/October,Opp,Rslt,ERA
135,WSN,131,Sep 1,OAK,"W,7-5",5.10
136,WSN,132,Sep 2,NYM,"L,3-7",5.12
137,WSN,133,Sep 3,NYM,"W,7-1",5.09
138,WSN,134,Sep 4,NYM,"W,7-1",5.06
139,WSN,135,Sep 5,STL,"W,6-0",5.02
140,WSN,136,Sep 6,STL,"L,1-4",5.01
141,WSN,137,Sep 7,STL,"L,5-6",5.02
142,WSN,138,Sep 8,STL,"W,11-6",5.03
143,WSN,139,Sep 9,PHI,"L,3-5",5.03
144,WSN,140,Sep 10,PHI,"L,5-8",5.05
145,WSN,141,Sep 11,PHI,"L,5-7",5.06
146,WSN,142,Sep 13,BAL,"L,3-4",5.06
147,WSN,143,Sep 14,BAL,"L,2-6",5.06
148,WSN,144,Sep 16,MIA,"W,5-4",5.06
149,WSN,145,Sep 17,MIA,"W,5-3",5.04
150,WSN,146,Sep 18,MIA,"L,1-3",5.03
151,WSN,147,Sep 19,ATL,"L,2-5",5.03
152,WSN,148,Sep 20,ATL,"L,2-3",5.02
153,WSN,149,Sep 21,ATL,"W,3-2",4.99
154,WSN,150,Sep 23,MIA,"L,2-5",4.99
155,WSN,151,Sep 24,MIA,"L,1-4",4.99
156,WSN,152,Sep 25,MIA,"W,6-1",4.96
157,WSN,153,Sep 26,ATL,"L,0-8",4.95
158,WSN,154,Sep 27,ATL,"L,2-8",4.97
159,WSN,155,Sep 28,ATL,"W,3-2",4.94
160,WSN,156,Sep 30(1),PHI,"L,1-5",4.93
161,WSN,157,Oct 1(1),PHI,"W,13-4",4.92
162,WSN,158,Oct 1(2),PHI,"L,2-8",4.93
163,WSN,159,Oct 2,PHI,"L,1-8",4.96
164,WSN,160,Oct 4(1),NYM,"L,2-4",4.95
165,WSN,161,Oct 4(2),NYM,"L,0-8",4.98
166,WSN,162,Oct 5,NYM,"L,2-9",5.00
