Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1233,14,01/07/2023 01:38,Angel Stadium,Los Angeles Angels,Arizona Diamondbacks,2 - 6
1234,14,01/07/2023 01:40,Oakland Coliseum,Oakland Athletics,Chicago White Sox,7 - 4
1235,14,01/07/2023 02:10,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,4 - 15
1236,14,01/07/2023 17:40,Great American Ball Park,Cincinnati Reds,San Diego Padres,5 - 12
1237,14,01/07/2023 18:15,Busch Stadium,St. Louis Cardinals,New York Yankees,11 - 4
1238,14,01/07/2023 19:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,6 - 7
1239,14,01/07/2023 20:05,Globe Life Field,Texas Rangers,Houston Astros,5 - 2
1240,14,01/07/2023 20:05,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,0 - 1
1241,14,01/07/2023 20:05,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,19 - 4
1242,14,01/07/2023 20:05,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,8 - 11
1243,14,01/07/2023 20:07,Oakland Coliseum,Oakland Athletics,Chicago White Sox,7 - 6
1244,14,01/07/2023 20:10,Citi Field,New York Mets,San Francisco Giants,4 - 1
1245,14,01/07/2023 20:10,Truist Park,Atlanta Braves,Miami Marlins,7 - 0
1232,14,01/07/2023 23:15,Busch Stadium,St. Louis Cardinals,New York Yankees,2 - 6
1246,14,01/07/2023 23:15,Wrigley Field,Chicago Cubs,Cleveland Guardians,0 - 6
1247,14,01/07/2023 23:15,Kauffman Stadium,Kansas City Royals,Los Angeles Dodgers,6 - 4
1248,14,01/07/2023 23:15,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,8 - 3
1249,14,02/07/2023 01:10,Coors Field,Colorado Rockies,Detroit Tigers,2 - 4
1250,14,02/07/2023 02:07,Angel Stadium,Los Angeles Angels,Arizona Diamondbacks,1 - 3
1251,14,02/07/2023 16:05,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2 - 1
1252,14,02/07/2023 17:35,Truist Park,Atlanta Braves,Miami Marlins,6 - 3
1253,14,02/07/2023 17:35,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,4 - 5
1254,14,02/07/2023 17:35,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,3 - 6
1255,14,02/07/2023 17:37,Rogers Centre,Toronto Blue Jays,Boston Red Sox,4 - 5
1256,14,02/07/2023 17:40,Great American Ball Park,Cincinnati Reds,San Diego Padres,4 - 3
1258,14,02/07/2023 18:10,Kauffman Stadium,Kansas City Royals,Los Angeles Dodgers,9 - 1
1259,14,02/07/2023 18:15,Busch Stadium,St. Louis Cardinals,New York Yankees,5 - 1
1261,14,02/07/2023 18:35,Globe Life Field,Texas Rangers,Houston Astros,3 - 5
1262,14,02/07/2023 19:10,Coors Field,Colorado Rockies,Detroit Tigers,9 - 14
1263,14,02/07/2023 20:07,Angel Stadium,Los Angeles Angels,Arizona Diamondbacks,5 - 2
1264,14,02/07/2023 20:07,Oakland Coliseum,Oakland Athletics,Chicago White Sox,7 - 8
1265,14,02/07/2023 20:10,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,7 - 6
1260,14,02/07/2023 21:05,Wrigley Field,Chicago Cubs,Cleveland Guardians,6 - 8
1257,14,02/07/2023 23:10,Citi Field,New York Mets,San Francisco Giants,8 - 4
1266,14,03/07/2023 18:05,Globe Life Field,Texas Rangers,Houston Astros,11 - 12
1267,14,03/07/2023 18:10,American Family Field,Milwaukee Brewers,Chicago Cubs,8 - 6
1268,14,03/07/2023 22:05,Nationals Park,Washington Nationals,Cincinnati Reds,2 - 3
1269,14,03/07/2023 22:40,loanDepot park,Miami Marlins,St. Louis Cardinals,5 - 4
1270,14,03/07/2023 23:05,Yankee Stadium,New York Yankees,Baltimore Orioles,6 - 3
1271,14,03/07/2023 23:10,Progressive Field,Cleveland Guardians,Atlanta Braves,2 - 4
1272,14,04/07/2023 00:10,Target Field,Minnesota Twins,Kansas City Royals,8 - 4
1273,14,04/07/2023 01:40,Petco Park,San Diego Padres,Los Angeles Angels,10 - 3
1274,14,04/07/2023 01:45,Oracle Park,San Francisco Giants,Seattle Mariners,5 - 6
1275,14,04/07/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,5 - 2
1276,14,04/07/2023 15:05,Nationals Park,Washington Nationals,Cincinnati Reds,4 - 8
1277,14,04/07/2023 17:05,Yankee Stadium,New York Yankees,Baltimore Orioles,8 - 4
1278,14,04/07/2023 17:10,loanDepot park,Miami Marlins,St. Louis Cardinals,15 - 2
1279,14,04/07/2023 17:35,Fenway Park,Boston Red Sox,Texas Rangers,2 - 6
1280,14,04/07/2023 18:10,Target Field,Minnesota Twins,Kansas City Royals,9 - 3
1282,14,04/07/2023 20:10,Minute Maid Park,Houston Astros,Colorado Rockies,4 - 1
1283,14,04/07/2023 20:10,Chase Field,Arizona Diamondbacks,New York Mets,5 - 8
1284,14,04/07/2023 20:10,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,1 - 3
1285,14,04/07/2023 20:10,American Family Field,Milwaukee Brewers,Chicago Cubs,6 - 7
1281,14,04/07/2023 20:35,Oracle Park,San Francisco Giants,Seattle Mariners,0 - 6
1286,14,04/07/2023 22:40,Comerica Park,Detroit Tigers,Oakland Athletics,0 - 1
1287,14,04/07/2023 22:40,Petco Park,San Diego Padres,Los Angeles Angels,8 - 5
1288,14,04/07/2023 23:10,Progressive Field,Cleveland Guardians,Atlanta Braves,6 - 5
1289,14,05/07/2023 00:10,Guaranteed Rate Field,Chicago White Sox,Toronto Blue Jays,3 - 4
1290,14,05/07/2023 01:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,7 - 9
1291,15,05/07/2023 18:10,Minute Maid Park,Houston Astros,Colorado Rockies,6 - 4
1292,15,05/07/2023 22:40,Comerica Park,Detroit Tigers,Oakland Athletics,3 - 12
1293,15,05/07/2023 22:40,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,4 - 8
1294,15,05/07/2023 22:40,loanDepot park,Miami Marlins,St. Louis Cardinals,10 - 9
1295,15,05/07/2023 23:05,Nationals Park,Washington Nationals,Cincinnati Reds,2 - 9
1296,15,05/07/2023 23:05,Yankee Stadium,New York Yankees,Baltimore Orioles,3 - 6
1297,15,05/07/2023 23:10,Fenway Park,Boston Red Sox,Texas Rangers,4 - 2
1298,15,05/07/2023 23:10,Progressive Field,Cleveland Guardians,Atlanta Braves,1 - 8
1299,15,05/07/2023 23:40,Target Field,Minnesota Twins,Kansas City Royals,5 - 0
1301,15,06/07/2023 00:10,American Family Field,Milwaukee Brewers,Chicago Cubs,3 - 4
1302,15,06/07/2023 00:40,Petco Park,San Diego Padres,Los Angeles Angels,5 - 3
1303,15,06/07/2023 01:05,Oracle Park,San Francisco Giants,Seattle Mariners,2 - 0
1304,15,06/07/2023 01:40,Chase Field,Arizona Diamondbacks,New York Mets,1 - 2
1305,15,06/07/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,6 - 4
1306,15,06/07/2023 17:05,Nationals Park,Washington Nationals,Cincinnati Reds,4 - 5
1307,15,06/07/2023 17:10,Comerica Park,Detroit Tigers,Oakland Athletics,9 - 0
1308,15,06/07/2023 18:10,American Family Field,Milwaukee Brewers,Chicago Cubs,6 - 5
1315,15,06/07/2023 21:10,Guaranteed Rate Field,Chicago White Sox,Toronto Blue Jays,2 - 6
1300,15,06/07/2023 21:15,Guaranteed Rate Field,Chicago White Sox,Toronto Blue Jays,4 - 5
1309,15,06/07/2023 22:40,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,1 - 3
1310,15,06/07/2023 22:40,loanDepot park,Miami Marlins,St. Louis Cardinals,0 - 3
1311,15,06/07/2023 23:05,Yankee Stadium,New York Yankees,Baltimore Orioles,1 - 14
1312,15,06/07/2023 23:10,Progressive Field,Cleveland Guardians,Kansas City Royals,6 - 1
1313,15,06/07/2023 23:10,Fenway Park,Boston Red Sox,Texas Rangers,10 - 6
1314,15,07/07/2023 00:10,Minute Maid Park,Houston Astros,Seattle Mariners,1 - 5
1316,15,07/07/2023 01:40,Chase Field,Arizona Diamondbacks,New York Mets,0 - 9
1317,15,07/07/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,5 - 2
1318,15,07/07/2023 22:40,Comerica Park,Detroit Tigers,Toronto Blue Jays,2 - 12
1319,15,07/07/2023 22:40,Tropicana Field,Tampa Bay Rays,Atlanta Braves,1 - 2
1320,15,07/07/2023 22:40,loanDepot park,Miami Marlins,Philadelphia Phillies,3 - 4
1321,15,07/07/2023 23:05,Nationals Park,Washington Nationals,Texas Rangers,2 - 7
1322,15,07/07/2023 23:05,Yankee Stadium,New York Yankees,Chicago Cubs,0 - 3
1323,15,07/07/2023 23:10,Progressive Field,Cleveland Guardians,Kansas City Royals,3 - 0
1324,15,07/07/2023 23:10,Fenway Park,Boston Red Sox,Oakland Athletics,7 - 3
1325,15,08/07/2023 00:10,Minute Maid Park,Houston Astros,Seattle Mariners,1 - 10
1326,15,08/07/2023 00:10,Target Field,Minnesota Twins,Baltimore Orioles,1 - 3
1327,15,08/07/2023 00:10,Guaranteed Rate Field,Chicago White Sox,St. Louis Cardinals,8 - 7
1328,15,08/07/2023 00:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,7 - 3
1329,15,08/07/2023 01:40,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,7 - 3
1330,15,08/07/2023 01:40,Petco Park,San Diego Padres,New York Mets,5 - 7
1331,15,08/07/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,11 - 4
1332,15,08/07/2023 02:15,Oracle Park,San Francisco Giants,Colorado Rockies,2 - 5
1333,15,08/07/2023 17:05,Yankee Stadium,New York Yankees,Chicago Cubs,6 - 3
1334,15,08/07/2023 17:10,Comerica Park,Detroit Tigers,Toronto Blue Jays,2 - 0
1335,15,08/07/2023 18:10,Target Field,Minnesota Twins,Baltimore Orioles,2 - 6
1336,15,08/07/2023 18:10,Guaranteed Rate Field,Chicago White Sox,St. Louis Cardinals,0 - 3
1337,15,08/07/2023 20:05,Oracle Park,San Francisco Giants,Colorado Rockies,5 - 3
1338,15,08/07/2023 20:05,Nationals Park,Washington Nationals,Texas Rangers,8 - 3
1339,15,08/07/2023 20:10,Progressive Field,Cleveland Guardians,Kansas City Royals,10 - 6
1340,15,08/07/2023 20:10,Fenway Park,Boston Red Sox,Oakland Athletics,10 - 3
1341,15,08/07/2023 20:10,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,3 - 2
1342,15,08/07/2023 20:10,loanDepot park,Miami Marlins,Philadelphia Phillies,5 - 3
1343,15,08/07/2023 20:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,5 - 8
1344,15,08/07/2023 23:15,Minute Maid Park,Houston Astros,Seattle Mariners,3 - 2
1345,15,08/07/2023 23:15,Tropicana Field,Tampa Bay Rays,Atlanta Braves,1 - 6
1346,15,09/07/2023 01:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,10 - 5
1347,15,09/07/2023 02:10,Petco Park,San Diego Padres,New York Mets,3 - 1
1348,15,09/07/2023 16:05,Nationals Park,Washington Nationals,Texas Rangers,7 - 2
1349,15,09/07/2023 17:35,Fenway Park,Boston Red Sox,Oakland Athletics,4 - 3
1350,15,09/07/2023 17:35,Yankee Stadium,New York Yankees,Chicago Cubs,4 - 7
1351,15,09/07/2023 17:40,Progressive Field,Cleveland Guardians,Kansas City Royals,1 - 4
1352,15,09/07/2023 17:40,Comerica Park,Detroit Tigers,Toronto Blue Jays,3 - 4
1353,15,09/07/2023 17:40,Tropicana Field,Tampa Bay Rays,Atlanta Braves,10 - 4
1354,15,09/07/2023 17:40,loanDepot park,Miami Marlins,Philadelphia Phillies,7 - 3
1355,15,09/07/2023 18:10,Minute Maid Park,Houston Astros,Seattle Mariners,1 - 3
1356,15,09/07/2023 18:10,Target Field,Minnesota Twins,Baltimore Orioles,2 - 15
1357,15,09/07/2023 18:10,Guaranteed Rate Field,Chicago White Sox,St. Louis Cardinals,3 - 4
1358,15,09/07/2023 18:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,1 - 0
1359,15,09/07/2023 20:05,Oracle Park,San Francisco Giants,Colorado Rockies,1 - 0
1360,15,09/07/2023 20:10,Chase Field,Arizona Diamondbacks,Pittsburgh Pirates,2 - 4
1361,15,09/07/2023 20:10,Petco Park,San Diego Padres,New York Mets,6 - 2
1362,16,14/07/2023 22:05,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,3 - 8
1363,16,14/07/2023 23:05,PNC Park,Pittsburgh Pirates,San Francisco Giants,4 - 6
1364,16,14/07/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Miami Marlins,5 - 2
1365,16,14/07/2023 23:07,Rogers Centre,Toronto Blue Jays,Arizona Diamondbacks,7 - 2
1366,16,14/07/2023 23:10,Citi Field,New York Mets,Los Angeles Dodgers,0 - 6
1367,16,14/07/2023 23:10,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,0 - 1
1368,16,14/07/2023 23:20,Truist Park,Atlanta Braves,Chicago White Sox,9 - 0
1369,16,15/07/2023 00:05,Wrigley Field,Chicago Cubs,Boston Red Sox,3 - 8
1370,16,15/07/2023 00:05,Globe Life Field,Texas Rangers,Cleveland Guardians,12 - 4
1373,16,15/07/2023 00:40,Coors Field,Colorado Rockies,New York Yankees,7 - 2
1374,16,15/07/2023 01:38,Angel Stadium,Los Angeles Angels,Houston Astros,5 - 7
1375,16,15/07/2023 01:40,Oakland Coliseum,Oakland Athletics,Minnesota Twins,4 - 5
1376,16,15/07/2023 02:10,T-Mobile Park,Seattle Mariners,Detroit Tigers,4 - 5
1377,16,15/07/2023 17:05,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,6 - 4
1371,16,15/07/2023 18:10,Kauffman Stadium,Kansas City Royals,Tampa Bay Rays,1 - 6
1372,16,15/07/2023 18:15,Busch Stadium,St. Louis Cardinals,Washington Nationals,
1379,16,15/07/2023 18:20,Wrigley Field,Chicago Cubs,Boston Red Sox,10 - 4
1380,16,15/07/2023 19:07,Rogers Centre,Toronto Blue Jays,Arizona Diamondbacks,5 - 2
1381,16,15/07/2023 20:05,Globe Life Field,Texas Rangers,Cleveland Guardians,2 - 0
1378,16,15/07/2023 23:05,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,9 - 4
1382,16,15/07/2023 23:05,PNC Park,Pittsburgh Pirates,San Francisco Giants,1 - 3
1383,16,15/07/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Miami Marlins,6 - 5
1384,16,15/07/2023 23:07,Oakland Coliseum,Oakland Athletics,Minnesota Twins,7 - 10
1385,16,15/07/2023 23:10,Kauffman Stadium,Kansas City Royals,Tampa Bay Rays,2 - 4
1386,16,15/07/2023 23:10,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,0 - 3
1387,16,15/07/2023 23:15,Citi Field,New York Mets,Los Angeles Dodgers,1 - 5
1388,16,15/07/2023 23:15,Busch Stadium,St. Louis Cardinals,Washington Nationals,9 - 6
1389,16,15/07/2023 23:15,Truist Park,Atlanta Braves,Chicago White Sox,5 - 6
1390,16,16/07/2023 00:10,Coors Field,Colorado Rockies,New York Yankees,3 - 6
1391,16,16/07/2023 01:07,Angel Stadium,Los Angeles Angels,Houston Astros,13 - 12
1392,16,16/07/2023 01:40,T-Mobile Park,Seattle Mariners,Detroit Tigers,0 - 6
1393,16,16/07/2023 16:05,PNC Park,Pittsburgh Pirates,San Francisco Giants,4 - 8
1394,16,16/07/2023 17:35,Truist Park,Atlanta Braves,Chicago White Sox,1 - 8
1395,16,16/07/2023 17:35,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,7 - 6
1396,16,16/07/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Miami Marlins,5 - 4
1397,16,16/07/2023 17:37,Rogers Centre,Toronto Blue Jays,Arizona Diamondbacks,7 - 5
1399,16,16/07/2023 17:40,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,3 - 4
1400,16,16/07/2023 18:10,Kauffman Stadium,Kansas City Royals,Tampa Bay Rays,8 - 4
1401,16,16/07/2023 18:15,Busch Stadium,St. Louis Cardinals,Washington Nationals,8 - 4
1402,16,16/07/2023 18:20,Wrigley Field,Chicago Cubs,Boston Red Sox,5 - 11
1403,16,16/07/2023 18:35,Globe Life Field,Texas Rangers,Cleveland Guardians,6 - 5
1404,16,16/07/2023 19:10,Coors Field,Colorado Rockies,New York Yankees,8 - 7
1406,16,16/07/2023 20:07,Oakland Coliseum,Oakland Athletics,Minnesota Twins,4 - 5
1407,16,16/07/2023 20:10,T-Mobile Park,Seattle Mariners,Detroit Tigers,2 - 0
1398,16,16/07/2023 21:10,Citi Field,New York Mets,Los Angeles Dodgers,2 - 1
1405,16,16/07/2023 23:10,Angel Stadium,Los Angeles Angels,Houston Astros,8 - 9
1408,16,17/07/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Los Angeles Dodgers,4 - 6
1409,16,17/07/2023 23:05,PNC Park,Pittsburgh Pirates,Cleveland Guardians,0 - 11
1411,16,17/07/2023 23:45,Busch Stadium,St. Louis Cardinals,Miami Marlins,6 - 4
1412,16,18/07/2023 00:05,Wrigley Field,Chicago Cubs,Washington Nationals,5 - 7
1413,16,18/07/2023 00:05,Globe Life Field,Texas Rangers,Tampa Bay Rays,3 - 2
1414,16,18/07/2023 00:10,Kauffman Stadium,Kansas City Royals,Detroit Tigers,2 - 3
1415,16,18/07/2023 01:38,Angel Stadium,Los Angeles Angels,New York Yankees,4 - 3
1416,16,18/07/2023 01:40,Oakland Coliseum,Oakland Athletics,Boston Red Sox,0 - 7
1417,16,18/07/2023 01:40,T-Mobile Park,Seattle Mariners,Minnesota Twins,7 - 6
1418,16,18/07/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,4 - 3
1419,16,18/07/2023 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Los Angeles Dodgers,3 - 10
1420,16,18/07/2023 23:05,PNC Park,Pittsburgh Pirates,Cleveland Guardians,1 - 10
1421,16,18/07/2023 23:07,Rogers Centre,Toronto Blue Jays,San Diego Padres,1 - 9
1422,16,18/07/2023 23:10,Great American Ball Park,Cincinnati Reds,San Francisco Giants,10 - 11
1423,16,18/07/2023 23:10,Citi Field,New York Mets,Chicago White Sox,11 - 10
1424,16,18/07/2023 23:20,Truist Park,Atlanta Braves,Arizona Diamondbacks,13 - 16
1410,16,18/07/2023 23:40,Great American Ball Park,Cincinnati Reds,San Francisco Giants,2 - 4
1425,16,18/07/2023 23:45,Busch Stadium,St. Louis Cardinals,Miami Marlins,5 - 2
1426,16,19/07/2023 00:05,Wrigley Field,Chicago Cubs,Washington Nationals,17 - 3
1427,16,19/07/2023 00:05,Globe Life Field,Texas Rangers,Tampa Bay Rays,5 - 3
1428,16,19/07/2023 00:10,Kauffman Stadium,Kansas City Royals,Detroit Tigers,11 - 10
1429,16,19/07/2023 00:40,Coors Field,Colorado Rockies,Houston Astros,4 - 3
1430,16,19/07/2023 01:38,Angel Stadium,Los Angeles Angels,New York Yankees,5 - 1
1431,16,19/07/2023 01:40,Oakland Coliseum,Oakland Athletics,Boston Red Sox,3 - 0
1432,16,19/07/2023 01:40,T-Mobile Park,Seattle Mariners,Minnesota Twins,3 - 10
1433,17,19/07/2023 16:35,PNC Park,Pittsburgh Pirates,Cleveland Guardians,7 - 5
1434,17,19/07/2023 17:05,Oriole Park at Camden Yards,Baltimore Orioles,Los Angeles Dodgers,8 - 5
1435,17,19/07/2023 18:05,Globe Life Field,Texas Rangers,Tampa Bay Rays,5 - 1
1436,17,19/07/2023 18:15,Busch Stadium,St. Louis Cardinals,Miami Marlins,6 - 4
1437,17,19/07/2023 19:10,Coors Field,Colorado Rockies,Houston Astros,1 - 4
1438,17,19/07/2023 19:37,Oakland Coliseum,Oakland Athletics,Boston Red Sox,6 - 5
1439,17,19/07/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,3 - 5
1440,17,19/07/2023 23:07,Rogers Centre,Toronto Blue Jays,San Diego Padres,0 - 2
1441,17,19/07/2023 23:07,Angel Stadium,Los Angeles Angels,New York Yankees,7 - 3
1442,17,19/07/2023 23:10,Great American Ball Park,Cincinnati Reds,San Francisco Giants,3 - 2
1443,17,19/07/2023 23:10,Citi Field,New York Mets,Chicago White Sox,5 - 1
1444,17,19/07/2023 23:20,Truist Park,Atlanta Braves,Arizona Diamondbacks,3 - 5
1445,17,20/07/2023 00:05,Wrigley Field,Chicago Cubs,Washington Nationals,8 - 3
1446,17,20/07/2023 00:10,Kauffman Stadium,Kansas City Royals,Detroit Tigers,2 - 3
1447,17,20/07/2023 01:40,T-Mobile Park,Seattle Mariners,Minnesota Twins,3 - 6
1448,17,20/07/2023 16:20,Truist Park,Atlanta Braves,Arizona Diamondbacks,7 - 5
1449,17,20/07/2023 16:35,Great American Ball Park,Cincinnati Reds,San Francisco Giants,5 - 1
1450,17,20/07/2023 16:35,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,0 - 4
1451,17,20/07/2023 17:07,Rogers Centre,Toronto Blue Jays,San Diego Padres,4 - 0
1452,17,20/07/2023 17:10,Citi Field,New York Mets,Chicago White Sox,2 - 6
1453,17,20/07/2023 18:10,Kauffman Stadium,Kansas City Royals,Detroit Tigers,0 - 3
1454,17,20/07/2023 19:40,T-Mobile Park,Seattle Mariners,Minnesota Twins,5 - 0
1455,17,20/07/2023 22:40,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,3 - 4
1456,17,21/07/2023 00:05,Wrigley Field,Chicago Cubs,St. Louis Cardinals,2 - 7
1457,17,21/07/2023 01:40,Oakland Coliseum,Oakland Athletics,Houston Astros,1 - 3
1458,17,21/07/2023 18:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,4 - 3
1459,17,21/07/2023 22:40,Comerica Park,Detroit Tigers,San Diego Padres,4 - 5
1460,17,21/07/2023 22:40,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,3 - 0
1461,17,21/07/2023 22:40,loanDepot park,Miami Marlins,Colorado Rockies,1 - 6
1462,17,21/07/2023 23:05,Nationals Park,Washington Nationals,San Francisco Giants,5 - 3
1463,17,21/07/2023 23:05,Yankee Stadium,New York Yankees,Kansas City Royals,5 - 4
1464,17,21/07/2023 23:10,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,9 - 6
1465,17,21/07/2023 23:10,Fenway Park,Boston Red Sox,New York Mets,4 - 5
1466,17,21/07/2023 23:10,Progressive Field,Cleveland Guardians,Philadelphia Phillies,6 - 5
1467,17,22/07/2023 00:05,Globe Life Field,Texas Rangers,Los Angeles Dodgers,5 - 11
1468,17,22/07/2023 00:10,Target Field,Minnesota Twins,Chicago White Sox,9 - 4
1469,17,22/07/2023 00:10,American Family Field,Milwaukee Brewers,Atlanta Braves,4 - 6
1470,17,22/07/2023 01:38,Angel Stadium,Los Angeles Angels,Pittsburgh Pirates,8 - 5
1471,17,22/07/2023 01:40,Oakland Coliseum,Oakland Athletics,Houston Astros,4 - 6
1472,17,22/07/2023 02:10,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,3 - 2
1473,17,22/07/2023 17:05,Yankee Stadium,New York Yankees,Kansas City Royals,5 - 2
1474,17,22/07/2023 17:10,loanDepot park,Miami Marlins,Colorado Rockies,3 - 4
1475,17,22/07/2023 18:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,8 - 6
1476,17,22/07/2023 20:05,Globe Life Field,Texas Rangers,Los Angeles Dodgers,3 - 16
1477,17,22/07/2023 20:10,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,4 - 2
1479,17,22/07/2023 20:10,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,5 - 6
1480,17,22/07/2023 20:10,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,9 - 8
1478,17,22/07/2023 21:10,Fenway Park,Boston Red Sox,New York Mets,8 - 6
1481,17,22/07/2023 22:10,Comerica Park,Detroit Tigers,San Diego Padres,3 - 14
1482,17,22/07/2023 23:05,Nationals Park,Washington Nationals,San Francisco Giants,10 - 1
1483,17,22/07/2023 23:10,Progressive Field,Cleveland Guardians,Philadelphia Phillies,1 - 0
1484,17,22/07/2023 23:15,Target Field,Minnesota Twins,Chicago White Sox,3 - 2
1485,17,22/07/2023 23:15,American Family Field,Milwaukee Brewers,Atlanta Braves,4 - 3
1486,17,23/07/2023 01:07,Oakland Coliseum,Oakland Athletics,Houston Astros,4 - 1
1487,17,23/07/2023 01:07,Angel Stadium,Los Angeles Angels,Pittsburgh Pirates,0 - 3
1488,17,23/07/2023 16:05,Comerica Park,Detroit Tigers,San Diego Padres,3 - 1
1489,17,23/07/2023 17:35,Nationals Park,Washington Nationals,San Francisco Giants,6 - 1
1490,17,23/07/2023 17:35,Yankee Stadium,New York Yankees,Kansas City Royals,8 - 5
1491,17,23/07/2023 17:40,Great American Ball Park,Cincinnati Reds,Arizona Diamondbacks,7 - 3
1492,17,23/07/2023 17:40,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,3 - 5
1493,17,23/07/2023 17:40,Progressive Field,Cleveland Guardians,Philadelphia Phillies,5 - 8
1494,17,23/07/2023 17:40,loanDepot park,Miami Marlins,Colorado Rockies,3 - 2
1495,17,23/07/2023 18:10,Target Field,Minnesota Twins,Chicago White Sox,5 - 4
1496,17,23/07/2023 18:10,American Family Field,Milwaukee Brewers,Atlanta Braves,2 - 4
1497,17,23/07/2023 18:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,7 - 2
1498,17,23/07/2023 18:35,Globe Life Field,Texas Rangers,Los Angeles Dodgers,8 - 4
1499,17,23/07/2023 20:07,Oakland Coliseum,Oakland Athletics,Houston Astros,2 - 3
1500,17,23/07/2023 20:07,Angel Stadium,Los Angeles Angels,Pittsburgh Pirates,7 - 5
1501,17,23/07/2023 20:10,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,3 - 4
1502,17,23/07/2023 23:10,Fenway Park,Boston Red Sox,New York Mets,6 - 1
224,17,24/07/2023 17:10,Comerica Park,Detroit Tigers,San Francisco Giants,5 - 1
1503,17,24/07/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,2 - 3
1504,17,24/07/2023 23:05,Nationals Park,Washington Nationals,Colorado Rockies,6 - 10
1505,17,24/07/2023 23:10,Progressive Field,Cleveland Guardians,Kansas City Royals,3 - 5
1506,17,24/07/2023 23:40,Target Field,Minnesota Twins,Seattle Mariners,4 - 3
1507,17,25/07/2023 00:10,Minute Maid Park,Houston Astros,Texas Rangers,10 - 9
1508,17,25/07/2023 00:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,3 - 2
1509,17,25/07/2023 01:40,Petco Park,San Diego Padres,Pittsburgh Pirates,4 - 8
1510,17,25/07/2023 01:40,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,6 - 10
1511,17,25/07/2023 02:10,Dodger Stadium,Los Angeles Dodgers,Toronto Blue Jays,3 - 6
1512,17,25/07/2023 22:40,Comerica Park,Detroit Tigers,Los Angeles Angels,6 - 7
1513,17,25/07/2023 22:40,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,4 - 3
1514,17,25/07/2023 22:40,Tropicana Field,Tampa Bay Rays,Miami Marlins,4 - 1
1515,17,25/07/2023 23:05,Nationals Park,Washington Nationals,Colorado Rockies,6 - 5
1516,17,25/07/2023 23:05,Yankee Stadium,New York Yankees,New York Mets,3 - 9
